Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,Year,Preformance Index,School Type,White,Asian,Black,Hispanic,AYP Met?
,Felicity-Franklin Local,046334,Felicity-Franklin Local  Elementary School,011494,"PO Box 619 Felicity, OH   45120-0619",2015,99.253,4,,,,,
,Finneytown Local,047332,Whitaker,011497,"7400 Winton Rd Cincinnati, OH   45224-1333",2015,89.769,6,,,,,
,Felicity-Franklin Local,046334,Felicity-Franklin Local  High School,011502,"PO Box 619 Felicity, OH   45120-0619",2015,82.803,1,,,,,
,Dayton Regional STEM School,011506,Dayton Regional STEM School,011506,"1724 Woodman Dr Kettering, OH   45420-3662",2015,104.003,23,,,,,
,North Central Ohio ESC,123257,Lakeland Academy Community School,011511,"101 E Main St Freeport, OH   43973-9355",2015,7.429,0,,,,,
,Ashtabula Area City,043513,Superior Intermediate School,011518,"2308 Wade Ave Ashtabula, OH   44004-9435",2015,84.124,1,,,,,
,Beavercreek City,047241,Jacob Coy Middle School,011528,"1786 Dayton Xenia Rd Xenia, OH   45385-7119",2015,96.450,10,,,,,
,Akron City,043489,"National Inventors Hall of Fame School, Center for STEM",011532,"199 S Broadway St Akron, OH   44308-1738",2015,93.929,10,,,,,
,Horizon Science Academy Lorain,011533,Horizon Science Academy Lorain,011533,"760 Tower Blvd Lorain, OH   44052-5223",2015,79.544,4,,,,,
,Horizon Science Academy Dayton High School,011534,Horizon Science Academy Dayton High School,011534,"250 Shoup Mill Rd Dayton, OH   45415-3517",2015,61.285,3,,,,,
,Shaker Heights City,044750,Fernway Elementary School,011536,"17420 Fernway Rd Shaker Heights, OH   44120-3312",2015,99.141,5,,,,,
,Field Local,049197,Field High School,011551,"2900 State Route 43 Mogadore, OH   44260-9715",2015,96.661,13,,,,,
,Field Local,049197,Field Middle School,011569,"1379 Saxe Rd Mogadore, OH   44260-9788",2015,96.168,9,,,,,
,Washington Court House City,045013,Belle Aire Intermediate,011580,"1120 High St Washington, OH   43160-2465",2015,81.595,1,,,,,
,Columbus City,043802,Hubbard Mastery School,011593,"104 W Hubbard Ave Columbus, OH   43215-6415",2015,69.888,0,,,,,
,Struthers City,044859,Struthers Middle School,011601,"800 5th St Struthers, OH   44471-1666",2015,88.690,9,,,,,
,Cincinnati City,043752,Hughes STEM High School,011609,"2515 Clifton Ave Cincinnati, OH   45219-1003",2015,71.844,0,,,,,
,Hamilton City,044107,Highland Elementary School,011619,"1125 Main St Hamilton, OH   45013-1636",2015,86.174,6,,,,,
,Vanlue Local,043984,Findlay High School,011627,"1200 Broad Ave Findlay, OH   45840-2653",2015,98.537,13,,,,,
,Akron City,043489,Findley Community Learning Center,011635,"65 W Tallmadge Ave Akron, OH   44310-2945",2015,66.037,0,,,,,
,South-Western City,044800,Finland Elementary School,011643,"1835 Finland Ave Columbus, OH   43223-3719",2015,82.246,0,,,,,
,Finneytown Local,047332,Finneytown Secondary Campus,011668,"8916 Fontainebleau Ter Cincinnati, OH   45231-4806",2015,90.666,16,,,,,
,Firelands Local,048157,Firelands Elementary School,011676,"10779 Vermilion Rd Oberlin, OH   44074-9628",2015,61.860,6,,,,,
,Firelands Local,048157,Firelands High School,011684,"10643 Vermilion Rd Oberlin, OH   44074-9628",2015,95.090,15,,,,,
,Akron City,043489,Firestone High School,011692,"333 Rampart Ave Akron, OH   44313-6432",2015,96.375,11,,,,,
,Akron City,043489,Firestone Park Elementary School,011700,"1479 Girard St Akron, OH   44301-2163",2015,84.424,2,,,,,
,Gallia County Local,065680,South Gallia Middle School,011708,"55 Rebel Dr Crown City, OH   45623-8000",2015,85.324,4,,,,,
,Bucyrus City,043687,Bucyrus Elementary School,011732,"245 Woodlawn Ave Bucyrus, OH   44820-2460",2015,85.832,3,,,,,
,Rittman Exempted Village,045591,Rittman Middle School,011734,"50 Saurer St Rittman, OH   44270-1280",2015,90.086,6,,,,,
,Wapakoneta City,044982,Wapakoneta Elementary,011748,"900 N Blackhoof St Wapakoneta, OH   45895-1247",2015,100.942,5,,,,,
,Wapakoneta City,044982,Wapakoneta Jr. High,011749,"1 Redskin Trl Wapakoneta, OH   45895-9375",2015,77.470,2,,,,,
,Stow-Munroe Falls City,044834,Fishcreek Elementary School,011767,"5080 Fishcreek Rd Stow, OH   44224-1934",2015,99.569,5,,,,,
,Buckeye Central Local,046508,Buckeye Central Middle School,011768,"938 S Kibler St New Washington, OH   44854-9521",2015,93.009,11,,,,,
,Olmsted Falls City,046573,Olmsted Falls Intermediate Building,011783,"27043 Bagley Rd Olmsted Falls, OH   44138-1103",2015,99.337,6,,,,,
,Austintown Local,048298,Fitch High School,011791,"4560 Falcon Dr Youngstown, OH   44515-3701",2015,97.302,15,,,,,
,Fairborn City,043968,Fairborn Primary School,011817,"4 W Dayton Yellow Springs Rd Fairborn, OH   45324-3435",2015,91.637,1,,,,,
,North College Hill City,044511,North College Hill Middle School,011868,"1624 W Galbraith Rd Cincinnati, OH   45239-4810",2015,65.108,1,,,,,
,Reading Community City,044693,Reading Community Middle School,011884,"230 Halker Ave Reading, OH   45215-3345",2015,88.524,7,,,,,
,Berea City,043612,Middleburg Heights Junior High,011908,"7000 Paula Dr Middleburg Heights, OH   44130-3561",2015,80.591,7,,,,,
,Northeast Ohio College Preparatory School,011923,Northeast Ohio College Preparatory School,011923,"2280 Professor Ave Cleveland, OH   44113-4467",2015,71.742,9,,,,,
,Troy City,044925,Forest Elementary School,011924,"413 E Canal St Troy, OH   45373-3616",2015,94.036,7,,,,,
,Akron City,043489,Forest Hill Community Learning Center,011932,"850 Damon St Akron, OH   44310-3425",2015,76.675,0,,,,,
,Teays Valley Local,049098,South Bloomfield Elementary,011943,"194 Dowler Dr South, OH   43103-9239",2015,96.445,6,,,,,
,Portage County ESC,049163,Imagine Cleveland Academy,011948,"3443 E 93rd St Cleveland, OH   44104-5252",2015,74.294,0,,,,,
,Columbus City,043802,Forest Park Elementary School,011957,"5535 Sandalwood Blvd Columbus, OH   43229-4476",2015,71.179,0,,,,,
,Euclid City,043950,Forest Park Middle School,011965,"27000 Elinore Ave Euclid, OH   44132-2001",2015,60.235,1,,,,,
,North Central Ohio ESC,123257,Richland Academy School of Excellence,011967,"75 N Walnut St Mansfield, OH   44902-1211",2015,88.856,10,,,,,
,Graham Expeditionary Middle School,011972,Graham Expeditionary Middle School,011972,"3950 Indianola Ave Columbus, OH   43214-3167",2015,75.179,1,,,,,
,Winton Woods City,044081,Winton Woods Intermediate School,011973,"825 Waycross Rd Cincinnati, OH   45240-3129",2015,71.053,0,,,,,
,Horizon Science Academy Dayton Downtown,011976,Horizon Science Academy Dayton Downtown,011976,"121 S Monmouth St Dayton, OH   45403-2127",2015,65.737,1,,,,,
,Horizon Science Academy Youngstown,011986,Horizon Science Academy Youngstown,011986,"3403 Southern Blvd Youngstown, OH   44507-2044",2015,67.824,1,,,,,
,Miamisburg City,044396,Jane Chance Elementary,011993,"10661 Wood Rd Miamisburg, OH   45342-4844",2015,93.297,8,,,,,
,Wynford Local,046524,Wynford Junior High,011994,"3288 Holmes Center Rd Bucyrus, OH   44820-9463",2015,79.557,1,,,,,
,Columbus City,043802,Columbus North International School (7-12),011995,"100 E Arcadia Ave Columbus, OH   43202-2641",2015,77.189,6,,,,,
,Columbus City,043802,Columbus City Preparatory School for Girls,011996,"1390 Bryden Rd Columbus, OH   43205-2001",2015,82.849,4,,,,,
,Columbus City,043802,Columbus City Preparatory School for Boys,011997,"3450 Medway Ave Columbus, OH   43213-1631",2015,69.892,0,,,,,
,Sheffield-Sheffield Lake City,044768,Forestlawn Elementary School,012005,"3975 Forestlawn Ave Sheffield Lake, OH   44054-2048",2015,96.705,3,,,,,
,Zenith Academy East,012009,Zenith Academy East,012009,"2261 S Hamilton Rd Columbus, OH   43232-4301",2015,72.330,0,,,,,
,Cleveland College Preparatory School,012010,Cleveland College Preparatory School,012010,"4906 Fleet Ave Cleveland, OH   44105-3328",2015,64.611,2,,,,,
,Columbus Performance Academy,012011,Columbus Performance Academy,012011,"2 Easton Oval Ste 525 Columbus, OH   43219-7008",2015,61.745,1,,,,,
,Geneva Area City,044057,Geneva Platt R. Spencer Elementary School,012015,"755 Austin Rd Geneva, OH   44041",2015,84.349,1,,,,,
,Constellation Schools: Stockyard Community Middle,012025,Constellation Schools: Stockyard Community Middle,012025,"5730 Broadview Rd Parma, OH   44134-1602",2015,59.077,0,,,,,
,Constellation Schools: Collinwood Village Academy,012026,Constellation Schools: Collinwood Village Academy,012026,"5730 Broadview Rd Parma, OH   44134-1602",2015,80.698,1,,,,,
,Citizens Leadership Academy,043786,Citizens Leadership Academy,012029,"9711 Lamont Ave Cleveland, OH   44106-4124",2015,80.528,2,,,,,
,Near West Intergenerational School,043786,Near West Intergenerational School,012030,"3805 Terrett Ave Cleveland, OH   44113-2847",2015,91.271,2,,,,,
,Entrepreneurship Preparatory School - Woodland Hills Campus,043786,Entrepreneurship Preparatory School - Woodland Hills Campus,012031,"9201 Crane Ave Cleveland, OH   44105-1627",2015,84.012,5,,,,,
,Maysville Local,048850,Foxfire Intermediate School,012033,"2805 Pinkerton Ln Zanesville, OH   43701-8593",2015,38.950,0,,,,,
,Fostoria City,043992,Fostoria Junior/Senior High School,012039,"1001 Park Ave Fostoria, OH   44830-1455",2015,78.413,6,,,,,
,Patriot Preparatory Academy,012045,Patriot Preparatory Academy,012045,"4938 Beatrice Dr Columbus, OH   43227-2113",2015,85.289,19,,,,,
,Portage County ESC,049163,Imagine on Superior,012052,"1500 Superior Ave NE Canton, OH   44705-1956",2015,52.154,0,,,,,
,North Central Ohio ESC,123257,North Central Academy,012054,"928 W Market St Ste B Tiffin, OH   44883-2529",2015,69.828,4,,,,,
,Akros Middle School,012060,Akros Middle School,012060,"265 Park St Akron, OH   44304-1305",2015,72.907,0,,,,,
,Delaware City,043877,Frank B Willis Intermediate Middle School,012070,"74 W William St Delaware, OH   43015-2339",2015,89.513,5,,,,,
,Office of School Sponsorship,049163,Quest Community School,012078,"12000 Snow Rd Ste 415 Parma, OH   44130-9313",2015,67.273,0,,,,,
,Reynoldsburg City,047001,Reynoldsburg High School eSTEM,012094,"6699 E Livingston Ave Reynoldsburg, OH   43068-3688",2015,102.982,14,,,,,
,Adena Local,049494,Adena Elementary School,012096,"3367 County Road 550 Frankfort, OH   45628-9503",2015,88.718,3,,,,,
,Big Walnut Local,046748,General Rosecrans Elementary,012103,"301 S. Miller Drive Sunbury, OH   43074",2015,92.902,4,,,,,
,Southside Academy,012105,Southside Academy,012105,"1400 Oak Hill Ave Youngstown, OH   44507-1018",2015,52.132,0,,,,,
,Dayton City,043844,River's Edge Montessori PreK-6 School,012112,"108 Linwood St Dayton, OH   45405-4912",2015,56.232,0,,,,,
,Delphos City,043885,Franklin Elementary School,012120,"424 E 4th St Delphos, OH   45833-1593",2015,103.991,8,,,,,
,Franklin Monroe Local,046649,Franklin Monroe Elementary School,012195,"PO Box 78 Pitsburg, OH   45358-0038",2015,103.377,11,,,,,
,Newark City,044453,Ben Franklin Elementary School,012229,"533 Beacon Rd Newark, OH   43055-5295",2015,87.264,4,,,,,
,Massillon City,044354,Franklin Elementary School,012245,"1237 16th St SE Massillon, OH   44646-8307",2015,85.598,0,,,,,
,Wadsworth City,044974,Franklin Elementary School,012286,"200 Takacs Dr Wadsworth, OH   44281-1394",2015,101.691,5,,,,,
,Triway Local,050591,Franklin Twp Elementary School,012294,"2060 E Moreland Rd Wooster, OH   44691-8304",2015,100.048,11,,,,,
,Franklin City,044008,Franklin High School,012310,"750 E 4th St Franklin, OH   45005-2308",2015,101.230,15,,,,,
,South-Western City,044800,Franklin Heights High School,012328,"1001 Demorest Rd Columbus, OH   43204-1043",2015,86.024,8,,,,,
,Lorain City,044263,New Beginnings,012335,"3200 Clinton Ave Lorain, OH   44055-1942",2015,30.364,0,,,,,
,Harrison Hills City,045245,Harrison East Elementary,012348,"410 Normal St Hopedale, OH   43976-8707",2015,81.655,4,,,,,
,Cleveland Municipal City,043786,Campus International School,012350,"3100 Chester Ave Cleveland, OH   44114-4604",2015,90.087,6,,,,,
,Cleveland Municipal City,043786,New Technology West,012352,"11801 Worthington Ave Cleveland, OH   44111-5064",2015,75.690,3,,,,,
,Cleveland Municipal City,043786,New Technology HS@East Tech,012353,"2439 E 55th St Cleveland, OH   44104-1501",2015,71.880,0,,,,,
,Cleveland Municipal City,043786,Facing History High School@Charles Mooney,012355,"3202 W 30th St Cleveland, OH   44109-1506",2015,75.324,2,,,,,
,Elyria City,043943,Franklin Elementary School,012369,"446 11th St Elyria, OH   44035-7037",2015,65.511,1,,,,,
,Franklin Monroe Local,046649,Franklin Monroe High School,012377,"PO Box 78 Pitsburg, OH   45358-0038",2015,96.598,19,,,,,
,Metro Early College High School,012391,Metro Early College High School,012391,"1929 Kenny Rd Columbus, OH   43210-1015",2015,96.190,20,,,,,
,Warrensville Heights City,045005,Eastwood Elementary School,012392,"4050 Eastwood Ln Warrensville, OH   44122-7038",2015,74.454,0,,,,,
,Plain Local,049932,Frazer Elementary School,012401,"3900 Frazer Ave NW Canton, OH   44709-1533",2015,96.645,5,,,,,
,Mapleton Local,045831,Mapleton Middle School,012410,"635 County Road 801 Ashland, OH   44805-9571",2015,88.259,7,,,,,
,Tri-Valley Local,048876,Frazeysburg Elementary School,012419,"PO Box 250 Frazeysburg, OH   43822-0250",2015,72.854,9,,,,,
,Southeast Local,050583,Fredericksburg Elementary School,012435,"PO Box 249 Fredericksburg, OH   44627-0249",2015,83.180,4,,,,,
,Fredericktown Local,047852,Fredericktown Elementary School,012443,"111 Stadium Drive Fredericktown, OH   43019-1000",2015,100.000,8,,,,,
,Fredericktown Local,047852,Fredericktown High School,012450,"111 Stadium Dr Fredericktown, OH   43019-9801",2015,100.000,16,,,,,
,Fremont City,044016,Fremont Middle School,012492,"1250 North St Fremont, OH   43420-1135",2015,78.276,1,,,,,
,Big Walnut Local,046748,Big Walnut Intermediate School,012495,"105 Baughman St Sunbury, OH   43074-9334",2015,92.196,6,,,,,
,Fremont City,044016,Fremont Ross High School,012500,"1100 North St Fremont, OH   43420-1132",2015,88.586,10,,,,,
,Tri-County ESC,050526,Beacon Hill Academy,012501,"PO Box 285 Mount Eaton, OH   44659-0285",2015,66.886,0,,,,,
,Madisonville SMART Elementary,012513,Madisonville SMART Elementary,012513,"4324 Homer Ave Cincinnati, OH   45227-2943",2015,65.659,0,,,,,
,Reynoldsburg City,047001,"Reynoldsburg HS Encore: Arts, Communication & Design Academy",012514,"7244 E Main St Reynoldsburg, OH   43068-2014",2015,87.650,6,,,,,
,Reynoldsburg City,047001,Reynoldsburg HS Health Sciences & Human Services Academy,012515,"6699 E Livingston Ave Reynoldsburg, OH   43068-3688",2015,94.872,12,,,,,
,Reynoldsburg City,047001,"Reynoldsburg HS Business, Education Leadership & Law Academy",012516,"6699 E Livingston Ave Reynoldsburg, OH   43068-3688",2015,85.314,5,,,,,
,Reynoldsburg City,047001,French Run Elementary School,012518,"1200 Epworth Ave Reynoldsburg, OH   43068-2116",2015,93.468,5,,,,,
,Madison-Plains Local,048272,Madison-Plains Elementary School,012523,"9940 State Route 38 SW London, OH   43140-9696",2015,91.111,1,,,,,
,Madison-Plains Local,048272,Madison-Plains Intermediate School,012524,"9940 State Route 38 SW London, OH   43140-9696",2015,84.182,5,,,,,
,Newbridge Math & Reading Preparatory Academy,012536,Newbridge Math & Reading Preparatory Academy,012536,"3850 Sullivant Ave Columbus, OH   43228-4327",2015,64.609,0,,,,,
,University of Cleveland Preparatory School,012541,University of Cleveland Preparatory School,012541,"1906 E 40th St Cleveland, OH   44103-3557",2015,74.175,1,,,,,
,Warren County ESC,050401,Imagine Woodbury Academy,012545,"100 E Woodbury Dr Dayton, OH   45415-2841",2015,51.731,0,,,,,
,Crestview Local,050351,Crestview Middle School,012555,"531 E Tully St Convoy, OH   45832-8864",2015,92.324,6,,,,,
,Pearl Academy,012556,Pearl Academy,012556,"4850 Pearl Rd Cleveland, OH   44109-5135",2015,56.473,0,,,,,
,Woodland Academy,012557,Woodland Academy,012557,"10615 Lamontier Ave Cleveland, OH   44104-4847",2015,60.000,0,,,,,
,Global Village Academy,012558,Global Village Academy,012558,"5720 State Rd Parma, OH   44134-2564",2015,101.813,11,,,,,
,Reynoldsburg City,047001,Summit Road Elementary,012560,"8591 Summit Rd Reynoldsburg, OH   43068-1411",2015,106.178,5,,,,,
,Clark-Shawnee Local,046284,Reid Middle School,012564,"3640 E High St Springfield, OH   45505-1645",2015,101.358,8,,,,,
,Clark-Shawnee Local,046284,Rockway Middle School,012565,"3500 W National Rd Springfield, OH   45504-3636",2015,97.322,8,,,,,
,Clark-Shawnee Local,046284,Possum Middle School,012566,"2589 S Yellow Springs Street Springfield, OH   45506",2015,92.343,6,,,,,
,Frontier Local,050492,Frontier High School,012567,"PO Box 134 New Matamoras, OH   45767-0134",2015,88.520,8,,,,,
,Fort Frye Local,050484,Fort Frye High School,012591,"PO Box 1089 Beverly, OH   45715-1089",2015,84.910,14,,,,,
,Copley-Fairlawn City,049981,Fort Island Primary Elementary School,012609,"496 Trunko Rd Fairlawn, OH   44333-3274",2015,104.486,5,,,,,
,Jennings Local,049338,Fort Jennings Elementary School,012617,"PO Box 187 Fort Jennings, OH   45844-0187",2015,94.722,10,,,,,
,Jennings Local,049338,Fort Jennings High School,012625,"PO Box 98 Fort Jennings, OH   45844-0098",2015,101.737,20,,,,,
,OAK Leadership Institute,012626,OAK Leadership Institute,012626,"8610 Hough Ave Cleveland, OH   44106-1566",2015,59.810,0,,,,,
,STEAM Academy of Akron,012627,STEAM Academy of Akron,012627,"1350 Virginia Ave Akron, OH   44306-3603",2015,71.519,1,,,,,
,Imagine Integrity Academy,012628,Imagine Integrity Academy,012628,"1565 Integrity Dr E Columbus, OH   43209-2707",2015,51.509,0,,,,,
,Great Expectations Elementary School,012629,Great Expectations Elementary School,012629,"20 Arco Dr Toledo, OH   43607-2901",2015,64.072,0,,,,,
,Impact Academy Cincinnati,012631,Impact Academy Cincinnati,012631,"3060 Durrell Ave Cincinnati, OH   45207-1716",2015,66.232,0,,,,,
,Fort Loramie Local,049783,Fort Loramie Elementary School,012633,"PO Box 34 Fort Loramie, OH   45845-0034",2015,85.971,11,,,,,
,Fort Loramie Local,049783,Fort Loramie Junior-Senior High School,012641,"PO Box 290 Fort Loramie, OH   45845-0290",2015,97.083,21,,,,,
,STEAM Academy of Warren,012644,STEAM Academy of Warren,012644,"261 Elm Rd NE Warren, OH   44483-5003",2015,67.901,1,,,,,
,Maumee City,044362,Fort Miami Elementary School,012666,"2501 River Rd Maumee, OH   43537-3732",2015,100.378,2,,,,,
,Garfield Academy,012668,Garfield Academy,012668,"1379 Garfield Ave SW Canton, OH   44706-5200",2015,49.446,0,,,,,
,Constellation Schools: Eastside Arts Academy,012671,Constellation Schools: Eastside Arts Academy,012671,"6700 Lansing Ave Cleveland, OH   44105-3756",2015,73.596,0,,,,,
,Fort Recovery Local,048595,Fort Recovery High School,012674,"PO Box 604 Fort Recovery, OH   45846-0604",2015,101.179,13,,,,,
,Cleveland Municipal City,043786,Fullerton School,012682,"5920 Fullerton Ave Cleveland, OH   44105-3433",2015,46.880,0,,,,,
,Broadway Academy,012684,Broadway Academy,012684,"3398 E 55th St Cleveland, OH   44127-1691",2015,47.286,0,,,,,
,Evergreen Local,047050,Evergreen Elementary School,012708,"14844 County Road 6 Metamora, OH   43540-9741",2015,94.787,8,,,,,
,Heath City,044115,Heath Middle School,012724,"310 Licking View Dr Heath, OH   43056-1534",2015,90.789,9,,,,,
,Springfield City,044818,Fulton Elementary School,012740,"631 S Yellow Springs St Springfield, OH   45506-2060",2015,62.782,0,,,,,
,Big Walnut Local,046748,Harrison Street Elementary School,012765,"70 Harrison St Sunbury, OH   43074-9226",2015,93.883,3,,,,,
,Galion City,044024,Galion High School,012773,"472 Portland Way N Galion, OH   44833-1115",2015,90.798,9,,,,,
,Galion City,044024,Galion Middle School,012781,"474 Portland Way N Galion, OH   44833-1115",2015,84.932,8,,,,,
,Gallipolis City,044032,Gallia Academy High School,012799,"2855 Centenary Rd Gallipolis, OH   45631-9129",2015,97.287,12,,,,,
,Mount Vernon City,044420,Wiggin Street Elementary School,012823,"PO Box 352 Gambier, OH   43022-0352",2015,105.314,8,,,,,
,Garaway Local,050278,Garaway High School,012849,"146 Dover Rd NW Sugarcreek, OH   44681-9309",2015,92.294,21,,,,,
,Citizens Academy East,012852,Citizens Academy East,012852,"12523 Woodside Ave Cleveland, OH   44108-2422",2015,92.157,4,,,,,
,Garaway Local,050278,Baltic Elementary School,012856,"PO Box 266 Baltic, OH   43804-0266",2015,84.358,5,,,,,
,Cleveland Municipal City,043786,Garfield Elementary School,012898,"3800 W 140th St Cleveland, OH   44111-4972",2015,76.124,4,,,,,
,Mentor Exempted Village,045492,Garfield Elementary School,012906,"7090 Hopkins Rd Mentor, OH   44060-4487",2015,92.915,5,,,,,
,Medina City,044388,Garfield Elementary School,012914,"234 S Broadway St Medina, OH   44256-2602",2015,88.841,3,,,,,
,Toledo City,044909,Garfield Elementary School,012922,"1103 N Ravine Pkwy Toledo, OH   43605-1678",2015,60.701,0,,,,,
,DECA PREP,043844,DECA PREP,012924,"200 Homewood Ave Dayton, OH   45405-4328",2015,91.911,4,,,,,
,Columbus Collegiate Academy - West,012951,Columbus Collegiate Academy - West,012951,"300 Dana Ave Columbus, OH   43223-1310",2015,84.411,3,,,,,
,Lorain City,044263,Garfield Elementary School,012963,"200 W 31st St Lorain, OH   44055-1116",2015,76.584,2,,,,,
,Wellsville Local,045039,Garfield Elementary School,012971,"1600 Lincoln Ave Wellsville, OH   43968-1247",2015,91.228,0,,,,,
,Graham Primary School,013030,Graham Primary School,013030,"3950 Indianola Ave Columbus, OH   43214-3167",2015,74.237,1,,,,,
,Village Preparatory School:: Woodland Hills Campus,013034,Village Preparatory School:: Woodland Hills Campus,013034,"9201 Crane Ave Cleveland, OH   44105-1627",2015,67.109,0,,,,,
,James A Garfield Local,049205,James A Garfield Elementary School,013060,"10207 State Route 88 Garrettsville, OH   44231-9205",2015,93.815,11,,,,,
,The Haley School,013082,The Haley School,013082,"4901 Galaxy Pkwy Ste A Warrensville Heights, OH   44128-5948",2015,58.962,2,,,,,
,Hamilton City,044107,Garfield Middle School,013102,"250 N Fair Ave Hamilton, OH   45011-4222",2015,76.362,1,,,,,
,James A Garfield Local,049205,James A Garfield High School,013110,"10233 State Route 88 Garrettsville, OH   44231-9205",2015,97.005,16,,,,,
,Massillon City,044354,Massillon Intermediate School,013124,"250 29th St NW Massillon, OH   44647-5910",2015,81.275,0,,,,,
,Akron City,043489,Garfield High School,013128,"435 N Firestone Blvd Akron, OH   44301-2204",2015,81.467,1,,,,,
,Lake Erie College Preparatory School,013132,Lake Erie College Preparatory School,013132,"14405 Saint Clair Ave Cleveland, OH   44110-3433",2015,55.531,0,,,,,
,Garfield Heights City,044040,Garfield Heights High School,013136,"4900 Turney Rd Garfield Heights, OH   44125-2501",2015,81.715,4,,,,,
,Garfield Heights City,044040,Garfield Heights Middle School,013144,"12000 Maple Leaf Dr Garfield Heights, OH   44125-4346",2015,62.747,2,,,,,
,STEAM Academy of Dayton,013146,STEAM Academy of Dayton,013146,"545 Odlin Ave Dayton, OH   45405-2743",2015,64.044,0,,,,,
,STEAM Academy of Warrensville Heights,013147,STEAM Academy of Warrensville Heights,013147,"4700 Richmond Rd Ste 3000 Warrensville Heights, OH   44128-5984",2015,68.370,2,,,,,
,Stepstone Academy,013148,Stepstone Academy,013148,"2121 E 32nd St Cleveland, OH   44115-2747",2015,88.600,1,,,,,
,Hope Academy for Autism,013170,Hope Academy for Autism,013170,"1628 Niles Rd SE Warren, OH   44484-5111",2015,55.588,0,,,,,
,Imagine Hill Avenue,013173,Imagine Hill Avenue,013173,"6145 Hill Ave Toledo, OH   43615-5600",2015,70.338,0,,,,,
,Young Scholars Prep School,013174,Young Scholars Prep School,013174,"1533 Cleveland Ave Columbus, OH   43211-2743",2015,70.233,0,,,,,
,SunBridge Schools,013175,SunBridge Schools,013175,"2105 N McCord Rd Toledo, OH   43615-3032",2015,61.767,0,,,,,
,James A Garfield Local,049205,James A Garfield Middle School,013177,"10231 State Route 88 Garrettsville, OH   44231-9205",2015,94.446,5,,,,,
,Cincinnati City,043752,Hyde Park School,013184,"3401 Edwards Rd Cincinnati, OH   45208-2105",2015,113.642,13,,,,,
,Mayfield City,044370,Gates Mills Elementary School,013193,"7639 Colvin Rd Gates Mills, OH   44040-9368",2015,101.132,8,,,,,
,North Central Ohio ESC,123257,Academy of Educational Excellence,013195,"4747 Heatherdowns Blvd. Toledo, OH   43614",2015,82.115,0,,,,,
,Brookwood Academy,013198,Brookwood Academy,013198,"2685 E Livingston Ave Columbus, OH   43209-2961",2015,32.053,0,,,,,
,Nexus Academy of Cleveland,013199,Nexus Academy of Cleveland,013199,"3615 Superior Ave E Cleveland, OH   44114-4138",2015,83.066,4,,,,,
,Nexus Academy of Toledo,013200,Nexus Academy of Toledo,013200,"600 Jefferson Ave Toledo, OH   43604-1071",2015,90.706,5,,,,,
,Nexus Academy of Columbus,013201,Nexus Academy of Columbus,013201,"4689 Hilton Corporate Dr Columbus, OH   43232-4152",2015,85.641,7,,,,,
,Geneva Area City,044057,Geneva High School,013219,"1301 S Ridge Rd E Geneva, OH   44041-8269",2015,93.847,12,,,,,
,Geneva Area City,044057,Geneva Middle School,013227,"839 Sherman St Geneva, OH   44041-9101",2015,85.605,6,,,,,
,Akron City,043489,Akron STEM High School,013231,"123 S Forge St Akron, OH   44308-1703",2015,102.956,13,,,,,
,A+ Children's Academy,013232,A+ Children's Academy,013232,"100 Obetz Rd Columbus, OH   43207-4031",2015,77.398,2,,,,,
,Cincinnati State STEM Academy,013240,Cincinnati State STEM Academy,013240,"3520 Central Pkwy Ste 143 Mezz Cincinnati, OH   45223-2612",2015,82.421,6,,,,,
,Genoa Area Local,048942,Genoa Area High School,013243,"2980 N Genoa Clay Center Rd Genoa, OH   43430-9733",2015,99.039,16,,,,,
,Genoa Area Local,048942,Genoa Area Middle School,013250,"2950 N Genoa Clay Center Rd Genoa, OH   43430-9733",2015,90.466,8,,,,,
,Ohio College Preparatory School,013253,Ohio College Preparatory School,013253,"21100 Southgate Park Blvd Maple Heights, OH   44137-3004",2015,56.466,0,,,,,
,Akron Preparatory School,013254,Akron Preparatory School,013254,"1200 E Market St Ste 3360 Akron, OH   44305-4018",2015,74.535,2,,,,,
,Canton College Preparatory School,013255,Canton College Preparatory School,013255,"101 Cleveland Ave NW Canton, OH   44702-1707",2015,65.323,2,,,,,
,Perry Local,049924,Genoa Elementary School,013268,"519 Genoa Ave SW Massillon, OH   44646-3772",2015,91.220,3,,,,,
,Franklin City,044008,George H Gerke Elementary School,013276,"312 Sherman Dr Franklin, OH   45005-1970",2015,91.513,8,,,,,
,Middletown City,044404,Highview 6th Grade Center,013284,"106 S Highview Rd Middletown, OH   45044-5029",2015,73.600,0,,,,,
,Cleveland Municipal City,043786,George Washington Carver,013292,"2200 E 55th St Cleveland, OH   44103-4406",2015,42.161,0,,,,,
,Western Local,049155,Western Primary,013298,"7959 State Route 124 Latham, OH   45646-9701",2015,82.162,0,,,,,
,Trotwood-Madison City,048694,Westbrooke Village,013322,"6500 Westford Rd Trotwood, OH   45426-1123",2015,69.352,0,,,,,
,Georgetown Exempted Village,045377,Georgetown Jr/Sr High School,013326,"987 Mount Orab Pike Georgetown, OH   45121-9314",2015,92.617,14,,,,,
,Columbus City,043802,Georgian Heights Alt Elementary School,013334,"784 Georgian Dr Columbus, OH   43228-2995",2015,75.802,0,,,,,
,Valley View Local,048744,Valley View Primary School,013359,"110 Comstock St Germantown, OH   45327-1006",2015,93.242,2,,,,,
