Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,Year,Preformance Index,School Type,White,Asian,Black,Hispanic,AYP Met?
,Valley View Local,048744,Valley View Junior High School,013367,"202 Jackson St Farmersville, OH   45325-1024",2015,88.177,4,,,,,
,Canton City,043711,Gibbs Elementary School,013409,"1320 Gibbs Ave NE Canton, OH   44705-1128",2015,72.546,0,,,,,
,Gibsonburg Exempted Village,045385,James J Hilfiker Elementary School,013425,"301 S Sunset Ave Gibsonburg, OH   43431-1264",2015,86.396,4,,,,,
,Gibsonburg Exempted Village,045385,Gibsonburg High School,013433,"740 S Main St Gibsonburg, OH   43431-9773",2015,82.481,12,,,,,
,Pandora-Gilboa Local,049395,Pandora-Gilboa Middle School,013458,"410 Rocket Rdg Pandora, OH   45877-9607",2015,95.714,11,,,,,
,Girard City,044065,Girard Sr High School,013482,"1244 Shannon Rd Girard, OH   44420-1410",2015,99.195,14,,,,,
,Ottawa-Glandorf Local,049379,Glandorf Elementary School,013508,"512 Tecumseh Trail Ottawa, OH   45875",2015,101.337,16,,,,,
,West Clermont Local,046359,Glen Este High School,013532,"4342 Glen Este Withamsville Rd Cincinnati, OH   45245-1501",2015,92.433,11,,,,,
,West Clermont Local,046359,Glen Este Middle School,013540,"4342 Glen Este Withamsville Rd Cincinnati, OH   45245-1501",2015,86.322,7,,,,,
,Princeton City,044677,Glendale Elementary School,013581,"930 Congress Ave Cincinnati, OH   45246-4423",2015,90.162,5,,,,,
,Toledo City,044909,Glendale-Feilbach Elementary School,013599,"2317 Cass Rd Toledo, OH   43614-3111",2015,47.387,0,,,,,
,Bedford City,043562,Glendale Primary School,013607,"400 W Glendale St Bedford, OH   44146-3236",2015,88.113,0,,,,,
,Northern Local,049056,Glenford Elementary School,013615,"128 E High St Glenford, OH   43739-9746",2015,93.398,8,,,,,
,East Muskingum Local,048835,John Glenn High School,013656,"13115 John Glenn School Rd New Concord, OH   43762-9762",2015,101.766,15,,,,,
,Cleveland Municipal City,043786,Glenville High School,013680,"650 E 113th St Cleveland, OH   44108-2603",2015,62.791,0,,,,,
,Toledo City,044909,Glenwood Elementary School,013706,"2860 Glenwood Ave Toledo, OH   43610-1658",2015,58.476,0,,,,,
,New Boston Local,044461,Glenwood High School,013730,"#1 Glenwood Tiger Trail New Boston, OH   45662",2015,79.275,7,,,,,
,Trimble Local,045922,Trimble High School,013755,"1 Tomcat Dr Glouster, OH   45732-9335",2015,88.726,4,,,,,
,Akron City,043489,Glover Community Learning Center,013771,"935 Hammel St Akron, OH   44306-1946",2015,80.429,1,,,,,
,Cuyahoga Falls City,043836,Gordon Dewitt Elementary School,013839,"425 Falls Ave Cuyahoga Falls, OH   44221-3847",2015,92.445,7,,,,,
,Cleveland Municipal City,043786,H Barbara Booker Elementary School,013847,"2121 W 67th St Cleveland, OH   44102-4316",2015,54.824,0,,,,,
,Fayette Local,047068,Fayette Elementary School,013862,"400 E Gamble Rd Fayette, OH   43521-9462",2015,91.559,8,,,,,
,Cincinnati Technology Academy,013864,Cincinnati Technology Academy,013864,"3800 Glenway Ave Cincinnati, OH   45205-1436",2015,40.131,1,,,,,
,Fayette Local,047068,Fayette Jr/Sr High School,013870,"400 E Gamble Rd Fayette, OH   43521-9462",2015,82.588,11,,,,,
,Franklinton Preparatory Academy,013892,Franklinton Preparatory Academy,013892,"40 Chicago Ave Columbus, OH   43222-1132",2015,76.500,0,,,,,
,Massillon City,044354,Gorrell Elementary School,013896,"2420 Schuler Ave NW Massillon, OH   44647-6077",2015,97.381,2,,,,,
,Goshen Local,046342,Goshen High School,013920,"6707 Goshen Rd Goshen, OH   45122-9200",2015,99.878,17,,,,,
,Beavercreek City,047241,Trebein Elementary School,013929,"1728 Dayton Xenia Rd Xenia, OH   45385-7119",2015,106.828,9,,,,,
,Global Impact STEM Academy,013930,Global Impact STEM Academy,013930,"700 S Limestone St Ste B Springfield, OH   45505-1941",2015,100.060,9,,,,,
,Gahanna-Jefferson City,046961,Goshen Lane Elementary School,013938,"370 Goshen Ln Gahanna, OH   43230-2713",2015,94.248,6,,,,,
,Goshen Local,046342,Goshen Middle School,013946,"6692 Goshen Rd Goshen, OH   45122-9273",2015,96.453,10,,,,,
,Trotwood-Madison City,048694,Trotwood-Madison Middle School,013957,"4420 N Union Rd Trotwood, OH   45426-3706",2015,68.270,1,,,,,
,Cincinnati Learning Schools,043752,Cincinnati Learning Schools,013967,"5641 Belmont Ave Cincinnati, OH   45224-3101",2015,62.076,3,,,,,
,North Central Ohio ESC,123257,"Albert Einstein Academy for Letters, Arts and Sciences-Ohio",013994,"3550 Crocker Rd Westlake, OH   44145-6314",2015,91.984,14,,,,,
,Northridge Local,048736,ESTHER DENNIS MIDDLE SCHOOL,013995,"5120 N Dixie Dr Dayton, OH   45414-3945",2015,71.689,0,,,,,
,North Central Ohio ESC,123257,Rise & Shine Academy,013999,"3248 Warsaw St Toledo, OH   43608-1852",2015,65.000,0,,,,,
,Brunswick City,043661,Walter Kidder Elementary School,014001,"3650 Grafton Rd Brunswick, OH   44212-1804",2015,94.237,7,,,,,
,Graham Local,046193,Graham High School,014027,"7800 Us Highway 36 Saint Paris, OH   43072-9496",2015,96.125,14,,,,,
,Graham Local,046193,Graham Elementary School,014035,"9464 US Highway 36 Saint Paris, OH   43072-9367",2015,81.436,1,,,,,
,Vandalia-Butler City,044958,Smith Middle School,014054,"3625 Little York Rd Dayton, OH   45414-2454",2015,98.391,6,,,,,
,Chapelside Cleveland Academy,014061,Chapelside Cleveland Academy,014061,"3845 E 131st St Cleveland, OH   44120-4661",2015,57.046,0,,,,,
,University Academy,014063,University Academy,014063,"107 S Arlington St Akron, OH   44306-1328",2015,46.213,0,,,,,
,Winton Preparatory Academy,014064,Winton Preparatory Academy,014064,"4750 Winton Rd Cincinnati, OH   45232-1501",2015,63.309,0,,,,,
,Lincoln Park Academy,014065,Lincoln Park Academy,014065,"3185 W 41st St Cleveland, OH   44109-1275",2015,51.250,0,,,,,
,Otsego Local,050724,Otsego Elementary School,014076,"PO Box 290 Tontogany, OH   43565-0290",2015,87.544,5,,,,,
,Mercer County ESC,048546,Aladdin Academy,014080,"1001 W Market St Celina, OH   45822-2066",2015,61.667,0,,,,,
,Insight School of Ohio,014081,Insight School of Ohio,014081,"2760 Airport Dr Ste 125 Columbus, OH   43219-2284",2015,69.891,1,,,,,
,Grand Valley Local,045864,Grand Valley Middle School,014084,"111 Grand Valley Ave West Orwell, OH   44076-9420",2015,85.009,8,,,,,
,Indian Creek Local,047803,Indian Creek Middle School Grades 5 & 6,014089,"2379 Wilson Ave Mingo Junction, OH   43938-2508",2015,85.528,2,,,,,
,North Central Ohio ESC,123257,Berwyn East Academy,014090,"1850 Bostwick Rd Columbus, OH   43227-3374",2015,85.000,1,,,,,
,North Central Ohio ESC,123257,Hope Learning Academy of Toledo,014091,"4234 Monroe St Toledo, OH   43606-1938",2015,61.250,0,,,,,
,Grand Valley Local,045864,Grand Valley High School,014092,"111 Grand Valley Ave West Orwell, OH   44076-9420",2015,89.535,8,,,,,
,Lawrence County ESC,047910,Lawrence County Academy,014094,"11627 State Route 243 Chesapeake, OH   45619-7962",2015,51.930,0,,,,,
,Grandview Heights Schools City,044073,Grandview Heights High School,014100,"1587 W 3rd Ave Columbus, OH   43212-2825",2015,103.548,15,,,,,
,Grandview Heights Schools City,044073,Larry Larson Middle School,014118,"1240 Oakland Ave Columbus, OH   43212-3317",2015,103.830,9,,,,,
,North Central Ohio ESC,123257,Imagine Leadership Academy,014121,"2405 Romig Rd Akron, OH   44320-3826",2015,66.923,0,,,,,
,STEAM Academy of  Cincinnati,014132,STEAM Academy of  Cincinnati,014132,"6000 Murray Ave Cincinnati, OH   45227-2973",2015,69.231,0,,,,,
,North Central Ohio ESC,123257,Imagine Columbus Primary School,014139,"4656 Heaton Rd Columbus, OH   43229-6612",2015,59.875,0,,,,,
,Lakewood City,044198,Grant Elementary School,014142,"17415 Northwood Ave Lakewood, OH   44107-2209",2015,91.394,5,,,,,
,East Preparatory Academy,014147,East Preparatory Academy,014147,"4129 Superior Ave Cleveland, OH   44103-1129",2015,66.768,1,,,,,
,Dayton SMART Elementary School,014149,Dayton SMART Elementary School,014149,"601 S Keowee St Dayton, OH   45410-1168",2015,84.500,0,,,,,
,Willoughby-Eastlake City,045104,Grant Elementary School,014175,"38281 Hurricane Dr Willoughby, OH   44094-6580",2015,87.339,4,,,,,
,East Academy,014187,East Academy,014187,"15720 Kipling Ave Cleveland, OH   44110-3105",2015,57.860,0,,,,,
,Discovery Academy,014188,Discovery Academy,014188,"3835 Secor Rd Toledo, OH   43623-4402",2015,58.510,1,,,,,
,West Park Academy,014189,West Park Academy,014189,"12913 Bennington Ave Cleveland, OH   44135-3761",2015,53.502,0,,,,,
,Watkins Academy,014194,Watkins Academy,014194,"4401 Dayton Liberty Rd Dayton, OH   45417-5903",2015,85.000,1,,,,,
,Bio-Med Science Academy STEM School,014231,Bio-Med Science Academy STEM School,014231,"4211 State Route 44 Rootstown, OH   44272-9698",2015,108.550,14,,,,,
,Granville Exempted Village,045393,Granville Elementary School,014241,"310 N Granger St Granville, OH   43023-1395",2015,104.187,2,,,,,
,Berea City,043612,Ford Intermediate School,014242,"17001 Holland Rd Brook Park, OH   44142-3523",2015,87.564,5,,,,,
,Granville Exempted Village,045393,Granville High School,014258,"248 New Burg St Granville, OH   43023-1043",2015,109.549,17,,,,,
,Oregon City,044602,Eisenhower Intermediate School,014259,"331 North Curtice Road Oregon, OH   43616",2015,93.884,5,,,,,
,Canton City,043711,Canton City Early College Academy,014285,"2800 13th St SW Canton, OH   44710-2143",2015,87.361,7,,,,,
,Elgin Local,048413,Elgin Middle School,014316,"1200 Keener Rd S Marion, OH   43302-8860",2015,83.153,4,,,,,
,Logan-Hocking Local,044248,Green Elementary School,014324,"13495 Maysville Williams Rd Logan, OH   43138-8971",2015,100.469,5,,,,,
,Gallipolis City,044032,Green Elementary School,014332,"113 Centenary Church Rd Gallipolis, OH   45631-9001",2015,97.995,8,,,,,
,Green Local,049619,Green Elementary School,014340,"46 Braunlin Rd Franklin Furnace, OH   45629-8738",2015,78.399,2,,,,,
,Scioto County Career Technical Center,050013,Green High School,014365,"PO Box 218 Green, OH   44232-0218",2015,104.900,15,,,,,
,Scioto County Career Technical Center,049619,Green High School,014373,"4057 Gallia Pike Franklin Furnace, OH   45629-8811",2015,85.025,12,,,,,
,Clyde-Green Springs Exempted Village,045302,Green Springs Elementary School,014399,"420 N Broadway St Green Springs, OH   44836-9601",2015,86.595,5,,,,,
,Parma City,044636,Green Valley Elementary School,014423,"2401 W Pleasant Valley Rd Parma, OH   44134-6518",2015,100.471,5,,,,,
,Parma City,044636,Greenbriar Middle School,014431,"11810 Huffman Rd Parma, OH   44130-2247",2015,83.896,5,,,,,
,Green Local,050559,Green Middle School,014456,"200 Smithie Drive Smithville, OH   44677",2015,82.098,7,,,,,
,Greeneview Local,047266,Greeneview Middle School,014480,"4990 Cottonville Rd Jamestown, OH   45335-1522",2015,90.698,13,,,,,
,Greeneview Local,047266,Greeneview High School,014498,"4710 Cottonville Rd Jamestown, OH   45335-1518",2015,98.238,16,,,,,
,Greenfield Exempted Village,045401,Greenfield Elementary School,014514,"200 N 5th St Greenfield, OH   45123-1373",2015,84.278,2,,,,,
,South Range Local,048363,South Range Middle School,014522,"11300 Columbiana Canfield Rd Canfield, OH   44406-9405",2015,99.743,12,,,,,
,Winton Woods City,044081,Winton Woods Middle School,014548,"147 Farragut Rd Cincinnati, OH   45218-1422",2015,70.258,2,,,,,
,Kettering City,044180,Greenmont Elementary School,014563,"1 E Wren Cir Kettering, OH   45420-2955",2015,94.469,7,,,,,
,Greenon Local,046235,Greenon High School,014571,"3950 S Tecumseh Rd Springfield, OH   45502-9700",2015,93.888,11,,,,,
,Upper Arlington City,044933,Greensview Elementary School,014597,"4301 Greensview Dr Upper Arlington, OH   43220-3970",2015,107.131,8,,,,,
,North Canton City,044503,Greentown Intermediate  School,014605,"3330 State St NW North Canton, OH   44720-4548",2015,98.416,8,,,,,
,South Euclid-Lyndhurst City,044792,Greenview Upper Elementary School,014613,"1825 S Green Rd South Euclid, OH   44121-4211",2015,86.467,4,,,,,
,Greenville City,044099,Greenville Senior High School,014621,"100 Greenwave Way Greenville, OH   45331-2383",2015,95.896,13,,,,,
,Greenville City,044099,Greenville Junior High School,014639,"131 Central Ave Greenville, OH   45331-1466",2015,85.169,3,,,,,
,Norton City,044552,Grill Elementary School,014662,"6125 Kungle Rd Clinton, OH   44216-9328",2015,97.761,5,,,,,
,Mechanicsburg Exempted Village,045484,Mechanicsburg Middle School,014678,"60 High St Mechanicsburg, OH   43044-1003",2015,93.945,9,,,,,
,Toledo City,044909,Grove Patterson Academy Elementary School,014688,"3020 Marvin Ave Toledo, OH   43606-1705",2015,89.786,13,,,,,
,Marysville Exempted Village,045476,Marysville STEM Early College High School,014691,"833 N Maple St Marysville, OH   43040-1056",2015,97.225,2,,,,,
,Groveport Madison Local,046979,Groveport Elementary School,014696,"715 Main St Groveport, OH   43125-1423",2015,88.027,3,,,,,
,Groveport Madison Local,046979,Groveport Madison High School,014704,"4475 S Hamilton Rd Groveport, OH   43125-9333",2015,86.806,6,,,,,
,Groveport Madison Local,046979,Groveport Madison Middle School Central,014712,"751 Main St Groveport, OH   43125-1423",2015,72.459,0,,,,,
,Wayne Trace Local,049031,Grover Hill Elementary School,014720,"101 Monroe Street Grover Hill, OH   45849-0125",2015,97.479,11,,,,,
,Chagrin Falls Exempted Village,045286,Gurney Elementary School,014787,"1155 Bell Rd Chagrin Falls, OH   44022-4182",2015,102.370,2,,,,,
,Joseph Badger Local,050179,Badger Elementary School,014795,"7119 State Route 7 Kinsman, OH   44428-9788",2015,90.000,3,,,,,
,Liberty Local,050195,William S Guy Middle School,014803,"4115 Shady Rd Youngstown, OH   44505-1353",2015,82.660,5,,,,,
,Riverside Local,047894,Clyde C Hadden Elementary School,014811,"1800 Mentor Ave Painesville, OH   44077-1412",2015,91.630,5,,,,,
,Buckeye Preparatory Academy,014825,Buckeye Preparatory Academy,014825,"1414 Gault St Columbus, OH   43205-2933",2015,53.120,0,,,,,
,Jefferson County ESC,047779,Utica Shale Academy of Ohio,014830,"38095 State Route 39 Salineville, OH   43945-9726",2015,62.083,0,,,,,
,Riverside Local,047894,Hale Road Elementary School,014845,"56 Hale Rd Painesville, OH   44077-4870",2015,93.708,7,,,,,
,REACH Academy,014858,REACH Academy,014858,"2014 Consaul St Toledo, OH   43605-1412",2015,60.723,0,,,,,
,Chardon Local,047183,Hambden Elementary School,014860,"13871 Gar Hwy Chardon, OH   44024-9251",2015,103.269,9,,,,,
,Vinton County Local,050393,South Elementary,014878,"38234 State Route 93 Hamden, OH   45634-8710",2015,86.592,2,,,,,
,Western Brown Local,046060,Hamersville Elementary School,014886,"PO Box 205 Hamersville, OH   45130-0205",2015,90.782,14,,,,,
,Columbus City,043802,Hamilton STEM Academy (K-6),014902,"2047 Hamilton Ave Columbus, OH   43211-2115",2015,59.072,1,,,,,
,T2 Honors Academy,014904,T2 Honors Academy,014904,"18450 S Miles Rd Warrensville Heights, OH   44128-4236",2015,69.494,0,,,,,
,Hamilton Local,046953,Hamilton Elementary School,014910,"745 Rathmell Rd Columbus, OH   43207-4737",2015,102.703,2,,,,,
,Norwood City,044578,Norwood Conversion Community School,014912,"2132 Williams Ave Norwood, OH   45212-3806",2015,77.500,0,,,,,
,Cleveland Municipal City,043786,Cleveland High School for the Digital Arts,014918,"1440 Lakeside Ave E Cleveland, OH   44114-1137",2015,56.164,1,,,,,
,Cleveland Municipal City,043786,PACT @ JFK,014919,"13604 Christine Ave Garfield, OH   44105-7050",2015,58.955,0,,,,,
,Cleveland Municipal City,043786,Bard Early College Cleveland,014920,"13501 Terminal Ave Cleveland, OH   44135-1650",2015,58.190,4,,,,,
,Steel Academy,014927,Steel Academy,014927,"1570 Creighton Ave Akron, OH   44310-2656",2015,63.526,0,,,,,
,Cincinnati Generation Academy,014932,Cincinnati Generation Academy,014932,"455 Sherman St., Suite 120 Denver, CO   80203",2015,56.301,0,,,,,
,Toledo City,044909,Leverette Elementary School,014936,"445 E Manhattan Blvd Toledo, OH   43608-1268",2015,54.649,0,,,,,
,Hamilton Local,046953,Hamilton Township High School,014944,"1105 Rathmell Rd Columbus, OH   43207-4742",2015,103.872,16,,,,,
,Westerville City,045047,Hanby Building Elementary School,015032,"56 S State St Westerville, OH   43081-2136",2015,88.877,6,,,,,
,Cleveland Municipal City,043786,E3agle Academy,015039,"13604 Christine Ave Garfield, OH   44105-7050",2015,62.446,0,,,,,
,Sandusky City,044743,Hancock Elementary School,015040,"2314 Hancock St Sandusky, OH   44870-4944",2015,72.553,0,,,,,
,Cleveland Municipal City,043786,Hannah Gibbons-Nottingham Elementary School,015073,"1401 Larchmont Rd Cleveland, OH   44110-2813",2015,57.151,0,,,,,
,Gallia County Local,065680,Hannan Trace Elementary School,015081,"9345 State Route 218 Crown City, OH   45623-9270",2015,87.760,5,,,,,
,Gallia-Jackson-Vinton,065680,South Gallia High School,015099,"55 Rebel Dr Crown City, OH   45623-8000",2015,75.331,7,,,,,
,Switzerland Of Ohio Local,048652,River Elementary School,015107,"PO Box 56 Hannibal, OH   43931-0056",2015,78.229,2,,,,,
,Kenton City,044172,Kenton Elementary School,015131,"631 Silver Street Kenton, OH   43326-1679",2015,89.610,7,,,,,
,Hardin-Houston Local,049791,Hardin Houston Elementary School,015149,"5300 Houston Rd Houston, OH   45333-8630",2015,92.270,9,,,,,
,Hardin-Houston Local,049791,Houston High School,015156,"5300 Houston Rd Houston, OH   45333-8630",2015,89.937,14,,,,,
,Hardin Northern Local,047498,Hardin Northern Elementary School,015164,"11589 State Route 81 Dola, OH   45835-9706",2015,85.489,7,,,,,
,Hardin Northern Local,047498,Hardin Northern High School,015172,"11589 State Route 81 Dola, OH   45835-9706",2015,88.406,9,,,,,
,Steubenville City,044826,Harding Middle School,015180,"2002 Sunset Blvd Steubenville, OH   43952-1381",2015,94.185,13,,,,,
,Portsmouth City,044669,East Portsmouth Elementary,015198,"5929 Harding Ave Sciotoville, OH   45662-5453",2015,78.933,2,,,,,
,Youngstown City,045161,Harding Elementary School,015206,"1903 Cordova Ave Youngstown, OH   44504-1809",2015,73.358,1,,,,,
,Marion City,044339,Harding High School,015214,"1500 Harding Hwy E Marion, OH   43302-4523",2015,82.596,5,,,,,
,Warren City,044990,Warren G Harding High School,015222,"860 Elm Rd NE Warren, OH   44483-5109",2015,84.638,4,,,,,
,Oakwood City,044586,Harman Elementary School,015289,"735 Harman Ave Dayton, OH   45419-3850",2015,107.549,11,,,,,
,Marietta City,044321,Harmar Elementary School,015297,"100 Fort Sq Marietta, OH   45750-2823",2015,89.237,6,,,,,
,Akron City,043489,Harris Elementary School,015347,"400 W Market St Akron, OH   44303-2011",2015,77.335,1,,,,,
